R_fighter,B_fighter,date,Winner,title_bout,weight_class,no_of_rounds,B_avg_BODY_landed,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SUB_ATT,B_avg_TD_landed,B_losses,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Stance,B_Height_cms,B_Reach_cms,R_avg_BODY_landed,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SUB_ATT,R_avg_TD_landed,R_losses,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Stance,R_Height_cms,R_Reach_cms,B_age,R_age
Jose Quinonez,Diego Rivas,8/5/2017,Red,FALSE,Bantamweight,3,1,7.5,0.5,1.5,3,1.5,0,1.5,0,0,0,0,1,1,0,0,Orthodox,172.72,175.26,8,23,0.666666667,1,3.666666667,0.333333333,1.333333333,3,1,1,0,0,1,0,1,0,?,172.72,175.26,25,27
Joseph Morales,Roberto Sanchez,8/5/2017,Red,FALSE,Flyweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Switch,167.64,175.26,31,22
Alvaro Herrera,Jordan Rinaldi,8/5/2017,Blue,FALSE,Lightweight,3,2,14,0,2,1,0,1,2,1,0,0,0,0,0,0,0,Orthodox,177.8,182.88,1.5,6,0.5,0.5,0,0,0,0,1,0,0,0,0,1,0,0,?,182.88,187.96,29,27
Daniel Cormier,Jon Jones,7/29/2017,Draw,TRUE,Light Heavyweight,5,13.58823529,31.82352941,0.235294118,14.64705882,1.529411765,0,0.588235294,2.117647059,1,10,0,0,7,4,5,0,Orthodox,193.04,213.36,9.222222222,39.44444444,0.111111111,5.888888889,2.333333333,0,0.666666667,1.666666667,1,4,0,1,3,1,3,0,Orthodox,180.34,182.88,30,38
Tyron Woodley,Demian Maia,7/29/2017,Red,TRUE,Welterweight,5,3.2,16.72,0.04,1.44,3.56,0.2,0.96,2.4,6,1,0,1,8,1,9,0,Southpaw,185.42,182.88,10.2,16.1,0.8,3.7,0.2,0,0.2,0.5,3,3,1,1,0,5,0,0,Orthodox,175.26,187.96,39,35
Cris Cyborg,Tonya Evinger,7/29/2017,Red,TRUE,Women Featherweight,5,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,18,35,0.5,2,2.5,0,0,1,0,0,0,0,0,2,0,0,Orthodox,172.72,172.72,36,32
Robbie Lawler,Donald Cerrone,7/29/2017,Red,FALSE,Welterweight,3,10,20.375,0.583333333,12.91666667,1,0.083333333,0.416666667,0.708333333,5,1,0,0,6,8,5,0,Orthodox,185.42,185.42,8.117647059,38.29411765,0.529411765,1.882352941,0.647058824,0.176470588,0,0.941176471,5,5,0,3,3,6,0,0,Southpaw,180.34,187.96,34,35
Jimi Manuwa,Volkan Oezdemir,7/29/2017,Blue,FALSE,Light Heavyweight,3,8.5,28,0.5,7,0,0,0,0,0,0,0,1,0,1,0,0,Orthodox,187.96,190.5,6.25,10.875,0.375,10.5,0.125,0,0.25,0.375,2,0,0,0,1,3,0,2,Orthodox,185.42,200.66,27,37
Ricardo Lamas,Jason Knight,7/29/2017,Red,FALSE,Featherweight,3,5.4,37.2,0.2,8,0.8,0.4,2.4,1.8,1,0,0,1,1,1,1,0,Orthodox,177.8,180.34,5.454545455,12.90909091,0.181818182,10.81818182,0.636363636,0.363636364,0.727272727,1.090909091,3,1,0,0,3,2,3,0,Orthodox,172.72,180.34,25,35
Aljamain Sterling,Renan Barao,7/29/2017,Red,FALSE,Catch Weight,3,10.41666667,32.16666667,0.333333333,11.16666667,0.666666667,0,0.25,1.416666667,3,6,0,0,4,2,3,0,Orthodox,167.64,177.8,17.14285714,19.85714286,0,10.14285714,1.571428571,0,1,2.142857143,2,0,0,0,2,1,2,0,Orthodox,170.18,180.34,30,27
Brian Ortega,Renato Moicano,7/29/2017,Red,FALSE,Featherweight,3,4,31,0,19,1.666666667,0,0.333333333,1,0,0,0,2,0,0,1,0,Orthodox,180.34,182.88,5.75,27.5,0.5,0.5,1,0.25,1.25,0.25,1,0,0,0,0,2,1,0,Switch,172.72,175.26,28,26
Andre Fili,Calvin Kattar,7/29/2017,Blue,FALSE,Featherweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,6.428571429,19.42857143,0.285714286,4.714285714,1,0.428571429,0.142857143,1.714285714,3,0,0,0,2,2,0,0,Orthodox,180.34,187.96,29,27
Kailin Curran,Alexandra Albu,7/29/2017,Blue,FALSE,Women Strawweight,3,4,34,0,4,0,0,1,0,0,0,0,0,0,0,1,0,Orthodox,157.48,160.02,10.6,21.2,0,4.6,1.4,0,0.6,1.6,4,0,0,0,0,0,1,0,Orthodox,162.56,165.1,27,26
Eric Shelton,Jarred Brooks,7/29/2017,Blue,FALSE,Flyweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Switch,160.02,157.48,1,31,0,0,0,0,0,4,1,0,0,0,0,0,0,0,Orthodox,167.64,172.72,24,26
Joshua Burkman,Drew Dober,7/29/2017,Blue,FALSE,Lightweight,3,5.625,16.75,0.25,4.75,1,0,0.125,0.625,5,0,0,0,1,1,1,0,Southpaw,172.72,177.8,5.117647059,15,0.117647059,10.94117647,0.705882353,0.058823529,0.235294118,2,11,0,0,1,3,1,1,0,Orthodox,177.8,182.88,28,37
Chris Weidman,Kelvin Gastelum,7/22/2017,Red,FALSE,Middleweight,5,8.909090909,33.81818182,0.545454545,6.727272727,1.454545455,0.454545455,0.181818182,0.818181818,3,1,0,2,2,2,2,0,Southpaw,175.26,180.34,4.166666667,22.66666667,0.25,3.25,2.333333333,0,0.666666667,2.416666667,3,5,0,0,3,4,2,0,Orthodox,187.96,198.12,25,33
Dennis Bermudez,Darren Elkins,7/22/2017,Blue,FALSE,Featherweight,3,7.0625,26.3125,0.125,1.5625,2.125,0.0625,1.125,2.125,4,0,0,1,8,3,0,0,Orthodox,177.8,180.34,5.538461538,32.38461538,0.384615385,7.692307692,2.230769231,0.230769231,0.923076923,2.923076923,4,1,0,2,4,1,2,0,Orthodox,167.64,167.64,33,30
Patrick Cummins,Gian Villante,7/22/2017,Red,FALSE,Light Heavyweight,3,5.4,28.4,0.3,11.7,0.4,0,0,0.5,5,0,0,1,0,4,0,0,Orthodox,190.5,193.04,3.888888889,32.66666667,0,3,2.222222222,0,0.111111111,3.666666667,4,0,0,0,3,2,0,0,Orthodox,187.96,193.04,31,36
Jimmie Rivera,Thomas Almeida,7/22/2017,Red,FALSE,Bantamweight,3,7.5,28.66666667,0.5,5.5,0,0,0,0,1,0,0,0,1,4,0,0,Southpaw,170.18,177.8,10.5,30.25,0.25,11.75,0,0,0,0.75,0,0,0,1,2,1,0,0,Orthodox,162.56,172.72,25,28
Lyman Good,Elizeu Zaleski dos Santos,7/22/2017,Blue,FALSE,Welterweight,3,12.33333333,37,0,5,1.333333333,0.666666667,1,0.333333333,1,0,0,0,1,1,0,0,Orthodox,180.34,185.42,7,41,1,7,1,0,0,0,0,0,0,0,0,1,0,0,Orthodox,182.88,187.96,30,32
Rafael Natal,Eryk Anders,7/22/2017,Blue,FALSE,Middleweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Southpaw,185.42,190.5,5.6875,23.1875,0.3125,11.25,2.375,0.0625,0.4375,2.25,7,0,0,2,5,1,1,0,Orthodox,182.88,193.04,30,34
Ryan LaFlare,Alex Oliveira,7/22/2017,Blue,FALSE,Welterweight,3,6.555555556,13.77777778,0.222222222,4.444444444,1.555555556,0,0.555555556,2.333333333,3,0,0,0,2,2,2,0,Orthodox,180.34,193.04,18.42857143,27.57142857,0.285714286,5.857142857,3.142857143,0.571428571,0.285714286,2.857142857,1,0,0,0,6,0,0,0,Southpaw,185.42,187.96,29,33
Damian Grabowski,Chase Sherman,7/22/2017,Blue,FALSE,Heavyweight,3,9,33,0.333333333,18.66666667,0.333333333,0,0,0,2,0,0,0,0,1,0,0,Orthodox,193.04,198.12,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Orthodox,185.42,190.5,27,37
Kyle Bochniak,Jeremy Kennedy,7/22/2017,Blue,FALSE,Featherweight,3,4.5,30,0,2,0.5,0,0,6.5,0,0,0,0,2,0,0,0,Orthodox,180.34,180.34,5,26,0.5,15.5,0.5,0,0,1,1,0,0,1,0,0,0,0,Orthodox,170.18,177.8,24,30
Brian Kelleher,Marlon Vera,7/22/2017,Blue,FALSE,Bantamweight,3,8.4,21,0.4,5.8,2,0,1.2,0.6,2,0,0,0,1,1,1,0,Switch,172.72,177.8,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,Switch,167.64,167.64,24,30
Tim Johnson,Junior Albini,7/22/2017,Blue,FALSE,Heavyweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,190.5,187.96,4.4,26.6,0.2,6.6,0.8,0,0,1.2,2,0,0,1,1,1,0,0,Southpaw,190.5,195.58,26,32
Shane Burgos,Godofredo Pepey,7/22/2017,Red,FALSE,Featherweight,3,1.777777778,10.33333333,0.111111111,2.666666667,0.666666667,0.444444444,0.888888889,0.222222222,4,1,0,1,0,1,3,0,Orthodox,170.18,185.42,11,58.5,1,5.5,1,0,0,0.5,0,0,0,0,1,1,0,0,Orthodox,180.34,190.5,30,26
Frankie Perez,Chris Wade,7/22/2017,Blue,FALSE,Lightweight,3,3.833333333,8.333333333,0.166666667,6.833333333,2.333333333,1.166666667,0.666666667,1.833333333,2,0,0,0,2,0,2,0,Orthodox,177.8,177.8,3,7,0.333333333,6,0.666666667,0,0.333333333,0.666666667,2,0,0,0,0,1,0,0,Orthodox,180.34,185.42,29,28
Gunnar Nelson,Santiago Ponzinibbio,7/16/2017,Blue,FALSE,Welterweight,5,4,30.5,0.625,4.875,0.25,0,0,0.125,2,0,0,0,3,3,0,0,Orthodox,182.88,185.42,2.777777778,15.77777778,0.111111111,1.222222222,2.777777778,0.222222222,0.777777778,1.111111111,2,0,0,0,1,0,6,0,Switch,180.34,182.88,30,28
Joanne Calderwood,Cynthia Calvillo,7/16/2017,Blue,FALSE,Women Strawweight,3,11,14.5,0,6,3,0,3,1,0,0,0,0,0,0,2,0,Orthodox,162.56,162.56,13.6,32.4,0.6,21.6,1.2,0,0,1.6,2,0,0,0,2,1,0,0,Orthodox,167.64,165.1,30,31
Stevie Ray,Paul Felder,7/16/2017,Blue,FALSE,Lightweight,3,8.75,22.75,0.25,10.25,0.25,0,0.375,0.375,3,0,0,1,1,2,1,0,Orthodox,180.34,177.8,6.166666667,29.66666667,0.166666667,7.166666667,1.166666667,0,0.666666667,0.333333333,1,0,1,1,1,2,0,0,Southpaw,177.8,177.8,33,27
Jack Marshman,Ryan Janes,7/16/2017,Red,FALSE,Middleweight,3,7.5,29,0,6,1,0.5,0,0.5,1,0,0,0,1,0,0,0,Orthodox,190.5,193.04,3.5,19.5,1.5,1,0,0,0,0,1,0,0,0,0,1,0,0,Orthodox,182.88,185.42,35,27
Khalil Rountree Jr.,Paul Craig,7/16/2017,Red,FALSE,Light Heavyweight,3,8,11.5,0,2,1.5,0,1.5,0.5,1,0,0,0,0,0,1,0,Orthodox,190.5,193.04,1,5.666666667,0.666666667,0,0,0,0,0,2,1,0,0,0,1,0,0,Southpaw,185.42,193.04,29,27
James Mulheron,Justin Willis,7/16/2017,Blue,FALSE,Heavyweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Southpaw,185.42,198.12,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,29,29
Danny Roberts,Bobby Nash,7/16/2017,Red,FALSE,Welterweight,3,3,25,1,11,1,0,2,1,1,0,0,0,0,0,0,0,Orthodox,182.88,187.96,10,30,0,9,0,0,0.333333333,0,1,0,0,0,1,0,1,0,Southpaw,185.42,187.96,27,30
Alexandre Pantoja,Neil Seery,7/16/2017,Red,FALSE,Flyweight,3,2.666666667,36.66666667,0.333333333,4.333333333,0.333333333,0.5,1.666666667,0.833333333,3,0,0,0,2,0,1,0,Orthodox,162.56,162.56,6,27,0,4,2,0,2,1,0,0,0,1,0,0,0,0,Orthodox,165.1,170.18,37,27
Charlie Ward,Galore Bofando,7/16/2017,Blue,FALSE,Welterweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Switch,180.34,182.88,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Orthodox,180.34,185.42,35,36
Danny Henry,Daniel Teymur,7/16/2017,Red,FALSE,Lightweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,165.1,175.26,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,29,28
Brett Johns,Albert Morales,7/16/2017,Red,FALSE,Bantamweight,3,3.666666667,27.33333333,0,20,0.666666667,0,0,0.666666667,2,0,0,1,0,0,0,0,Orthodox,175.26,182.88,3,45,0,1,3,0,0,11,0,0,0,0,1,0,0,0,Orthodox,170.18,180.34,26,25
Leslie Smith,Amanda Lemos,7/16/2017,Red,FALSE,Women Bantamweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Southpaw,162.56,165.1,8.833333333,45.16666667,0.333333333,8.666666667,0,0,0,0,3,0,0,0,2,1,0,0,Orthodox,175.26,167.64,30,34
Yoel Romero,Robert Whittaker,7/8/2017,Blue,TRUE,Middleweight,5,5,39.90909091,0.727272727,7.090909091,0.818181818,0,0,0.363636364,2,1,0,0,4,5,0,0,Orthodox,182.88,185.42,7.5,21,0.75,8.75,0.75,0,0,1.625,0,0,0,1,1,6,0,0,Southpaw,182.88,185.42,26,40
Fabricio Werdum,Alistair Overeem,7/8/2017,Blue,FALSE,Heavyweight,3,14.18181818,15.36363636,0.727272727,6,0.272727273,0,0.090909091,0.272727273,4,1,0,0,2,5,0,0,Orthodox,193.04,203.2,8.333333333,31.5,0.25,8.583333333,1.166666667,0,0.25,0.5,3,3,0,0,3,4,2,0,Orthodox,193.04,195.58,37,39
Daniel Omielanczuk,Curtis Blaydes,7/8/2017,Blue,FALSE,Heavyweight,3,3,22.33333333,0,8.333333333,1.666666667,0,0,5,2,0,0,0,0,1,0,0,Orthodox,193.04,203.2,9.5,17.5,0.25,8.125,0.25,0.25,0.125,0.5,4,0,2,0,0,2,0,0,Southpaw,182.88,187.96,26,34
Anthony Pettis,Jim Miller,7/8/2017,Red,FALSE,Lightweight,3,6.153846154,18.30769231,0.115384615,5.461538462,1.538461538,0.192307692,1.5,1.230769231,9,0,0,2,6,3,6,0,Southpaw,172.72,180.34,6.545454545,22.09090909,0.181818182,4.545454545,0.636363636,0.545454545,0.363636364,0.545454545,5,4,0,1,0,2,3,0,Orthodox,177.8,182.88,33,30
Rob Font,Douglas Silva de Andrade,7/8/2017,Red,FALSE,Bantamweight,3,5.666666667,28.66666667,0.666666667,11.66666667,0.666666667,0.333333333,0,0.333333333,1,0,0,0,1,1,0,0,Orthodox,170.18,172.72,7.25,20.75,0.75,4.5,0.25,0,0.25,0.5,1,0,0,0,0,3,0,0,Orthodox,172.72,180.34,32,30
Travis Browne,Aleksei Oleinik,7/8/2017,Blue,FALSE,Heavyweight,3,1.5,6.75,0.25,1.25,1.5,0.25,1,1.25,1,0,0,0,0,1,2,0,Orthodox,187.96,203.2,5.1875,13.8125,0.3125,3.8125,1.0625,0,0.125,0.625,7,0,0,0,1,7,1,0,Orthodox,198.12,200.66,40,34
Chad Laprise,Brian Camozzi,7/8/2017,Red,FALSE,Welterweight,3,0,3,0,8,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,187.96,198.12,8.833333333,30,0.333333333,10,0.833333333,0,0,0.666666667,2,1,0,1,2,1,0,0,Orthodox,177.8,180.34,26,30
Thiago Santos,Gerald Meerschaert,7/8/2017,Red,FALSE,Middleweight,3,0.5,7.5,0,0.5,0.5,0,1,0,0,0,0,0,0,0,2,0,Southpaw,185.42,195.58,3.8,7.7,0.6,6.1,0.1,0,0,0.2,4,0,0,0,1,5,0,0,Orthodox,187.96,193.04,29,33
Jordan Mein,Belal Muhammad,7/8/2017,Blue,FALSE,Welterweight,3,3,37.75,0,13.5,1.75,0,0,1.75,2,0,0,0,1,1,0,0,Orthodox,180.34,182.88,4.833333333,21.5,0.5,3.666666667,0.833333333,0,0,1.166666667,3,0,0,1,0,2,0,0,Orthodox,182.88,185.42,28,27
Cody Stamann,Terrion Ware,7/8/2017,Red,FALSE,Featherweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,167.64,162.56,31,27
Trevin Giles,James Bochnovic,7/8/2017,Red,FALSE,Light Heavyweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,193.04,205.74,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,28,24
Michael Johnson,Justin Gaethje,7/7/2017,Blue,FALSE,Lightweight,5,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,180.34,177.8,11.125,23.3125,0.5625,8.25,0,0.125,0.0625,0.4375,7,1,0,0,5,4,0,0,Southpaw,177.8,185.42,28,31
Dhiego Lima,Jesse Taylor,7/7/2017,Blue,TRUE,Welterweight,4,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,Orthodox,182.88,185.42,1.5,19.75,0,0.75,2.25,0,1,1.5,3,1,0,0,1,0,0,0,Orthodox,187.96,187.96,34,28
Jared Cannonier,Nick Roehrick,7/7/2017,Red,FALSE,Light Heavyweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,187.96,190.5,4.25,21,0.25,4,0.5,0,0,0,2,0,0,0,1,1,0,0,Switch,180.34,195.58,30,33
Brad Tavares,Elias Theodorou,7/7/2017,Red,FALSE,Middleweight,3,13.5,21.33333333,0,8.166666667,0.833333333,0.333333333,0,1.666666667,1,1,0,0,3,2,0,0,Orthodox,185.42,190.5,7.461538462,22.92307692,0.076923077,8.769230769,0.461538462,0.076923077,0,1.076923077,4,0,0,2,6,1,0,0,Orthodox,185.42,187.96,29,29
Jordan Johnson,Marcel Fortuna,7/7/2017,Red,FALSE,Light Heavyweight,3,3,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Orthodox,185.42,187.96,2,36,0,1,5,0,2,4,0,0,0,0,1,0,0,0,Orthodox,187.96,200.66,31,28
Angela Hill,Ashley Yoder,7/7/2017,Red,FALSE,Women Strawweight,3,12,31,0,1,7,3,0,1,1,0,0,0,0,0,0,0,Southpaw,170.18,175.26,16.25,38.25,0.5,4.25,0,0.25,0,0,3,0,0,0,1,0,0,0,Orthodox,160.02,162.56,29,32
James Krause,Tom Gallicchio,7/7/2017,Red,FALSE,Welterweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Southpaw,177.8,185.42,7.714285714,33.71428571,0,7.428571429,0.714285714,0.285714286,0.571428571,0.571428571,3,0,0,0,1,1,2,0,Orthodox,187.96,185.42,30,31
Ed Herman,CB Dollaway,7/7/2017,Blue,FALSE,Light Heavyweight,3,4.529411765,14.41176471,0.176470588,2.529411765,1.882352941,0.294117647,0.529411765,1.823529412,8,1,0,1,4,2,2,0,Orthodox,187.96,193.04,8.263157895,16.47368421,0.157894737,2.421052632,1.736842105,0.210526316,0.684210526,1.631578947,9,1,0,1,2,3,4,0,Orthodox,185.42,195.58,33,36
Tecia Torres,Juliana Lima,7/7/2017,Red,FALSE,Women Strawweight,3,8.4,15.6,0,8.4,0.8,0.6,0,1.8,2,0,0,0,3,0,0,0,Orthodox,165.1,165.1,14.6,40.6,0.2,14.2,1.6,0,0,0.8,1,0,0,0,4,0,0,0,Orthodox,154.94,152.4,35,27
Gray Maynard,Teruto Ishihara,7/7/2017,Red,FALSE,Featherweight,3,8,27,1.25,9,0.5,0,0,0,2,0,0,0,0,2,0,0,Southpaw,170.18,175.26,5,19.55555556,0.333333333,1.222222222,1.833333333,0.222222222,0.555555556,2.166666667,8,2,0,3,6,1,0,0,Orthodox,175.26,177.8,25,38
Michael Chiesa,Kevin Lee,6/25/2017,Blue,FALSE,Lightweight,5,10.4,25.6,0,0.6,2.8,0.1,1,2.4,2,0,0,1,3,1,3,0,Orthodox,175.26,195.58,3.777777778,13.88888889,0.111111111,2,1.888888889,0.111111111,0.888888889,1.666666667,2,1,0,0,2,0,5,0,Southpaw,185.42,190.5,24,29
Tim Boetsch,Johny Hendricks,6/25/2017,Red,FALSE,Middleweight,3,3.842105263,30.10526316,0.315789474,10.68421053,1.052631579,0,0.315789474,3.210526316,6,3,1,2,5,5,0,0,Southpaw,175.26,175.26,6.285714286,15.28571429,0.333333333,4.428571429,0.714285714,0.095238095,0.523809524,1,10,0,0,2,3,6,0,0,Orthodox,182.88,187.96,33,36
Felice Herrig,Justine Kish,6/25/2017,Red,FALSE,Women Strawweight,3,15.5,31,0,15,3,1,0.5,2,0,0,0,0,2,0,0,0,Orthodox,165.1,162.56,10,15.25,0,2,3.25,0.75,1.25,1,1,0,0,0,1,0,2,0,Orthodox,162.56,165.1,29,32
Tim Means,Alex Garcia,6/25/2017,Red,FALSE,Welterweight,3,2,20.16666667,0.5,0.5,2,0.166666667,0,3.333333333,2,0,0,1,1,2,0,0,Orthodox,175.26,182.88,10.21428571,26.07142857,0.428571429,4.357142857,0.571428571,0.142857143,0.142857143,0.571428571,6,0,0,1,2,4,1,0,Orthodox,187.96,190.5,29,33
BJ Penn,Dennis Siver,6/25/2017,Blue,FALSE,Featherweight,3,5.45,21.75,0.35,11.1,1.6,0.25,0.25,0.65,9,0,0,0,6,3,2,0,Orthodox,167.64,177.8,5.958333333,28.29166667,0.25,2.208333333,1.791666667,0.041666667,0.5,1.083333333,12,11,0,0,1,6,4,1,Orthodox,175.26,177.8,38,38
Clay Guida,Erik Koch,6/25/2017,Red,FALSE,Lightweight,3,3.428571429,11.71428571,0.285714286,3.285714286,0.714285714,0,0.857142857,0.285714286,3,0,0,0,1,2,1,0,Southpaw,177.8,180.34,4.260869565,17.39130435,0.217391304,7.086956522,2.043478261,0.043478261,0.608695652,2.652173913,11,0,0,3,4,1,4,0,Orthodox,170.18,177.8,28,35
Vitor Miranda,Marvin Vettori,6/25/2017,Blue,FALSE,Middleweight,3,2,15.5,0,2,0.5,0,1,1,1,0,0,0,0,0,1,0,Southpaw,182.88,187.96,3.8,21.8,0,7.4,0.4,0,0,0.4,2,1,0,0,0,3,0,0,Orthodox,185.42,195.58,23,38
Devin Powell,Darrell Horcher,6/25/2017,Blue,FALSE,Lightweight,3,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Southpaw,177.8,177.8,7,7,0,8,0,0,0,0,1,0,0,0,0,0,0,0,Orthodox,182.88,185.42,29,29
Jared Gordon,Michel Quinones,6/25/2017,Red,FALSE,Featherweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,175.26,172.72,32,28
Anthony Rocco Martin,Johnny Case,6/25/2017,Red,FALSE,Lightweight,3,10,27.2,0.4,7,2.8,0.6,0,1.8,1,0,0,0,2,1,1,0,Orthodox,177.8,182.88,3.333333333,17,0,4.166666667,2,0,0.833333333,1.166666667,3,0,0,0,1,0,2,0,Orthodox,182.88,185.42,27,27
Josh Stansbury,Jeremy Kimball,6/25/2017,Blue,FALSE,Light Heavyweight,3,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Switch,182.88,182.88,8,34,0,6.5,2.5,0,1,0,1,0,1,0,0,0,0,0,?,187.96,187.96,26,32
Holly Holm,Bethe Correia,6/17/2017,Red,FALSE,Women Bantamweight,5,10.71428571,33.42857143,0,11.71428571,0.285714286,0.285714286,0,0.428571429,3,1,0,2,1,1,0,0,Orthodox,165.1,162.56,16.66666667,24.33333333,0.166666667,15.16666667,0,0,0,0.333333333,3,3,0,1,1,1,0,0,Southpaw,172.72,175.26,33,35
Andrei Arlovski,Marcin Tybura,6/17/2017,Blue,FALSE,Heavyweight,3,8.333333333,27.33333333,0.333333333,2,1.333333333,0,0,0.666666667,1,0,0,0,0,2,0,0,Orthodox,190.5,198.12,2.454545455,12.95454545,0.454545455,5.954545455,0.181818182,0,0.227272727,0.136363636,8,5,0,1,2,9,2,0,Orthodox,190.5,195.58,31,38
Dong Hyun Kim,Colby Covington,6/17/2017,Blue,FALSE,Welterweight,3,4.285714286,19.85714286,0.142857143,2,5.428571429,0,0.285714286,4.714285714,1,0,0,0,2,2,2,0,Orthodox,180.34,182.88,2.470588235,18.29411765,0.235294118,3.058823529,2.647058824,0.117647059,0.470588235,2.176470588,4,0,0,2,6,4,1,0,Southpaw,187.96,193.04,29,35
Tarec Saffiedine,Rafael Dos Anjos,6/17/2017,Blue,FALSE,Welterweight,3,6.761904762,23,0.238095238,8.952380952,1.619047619,0.047619048,0.571428571,1.857142857,7,3,0,0,8,4,2,0,Southpaw,172.72,177.8,9.6,32.4,0.6,18,1.4,0,0.2,0.6,3,0,0,0,2,0,0,0,Switch,177.8,177.8,32,30
Takanori Gomi,Jon Tuck,6/17/2017,Blue,FALSE,Lightweight,3,10.14285714,22.85714286,0.285714286,7.571428571,2.428571429,0.142857143,0.714285714,0.428571429,4,0,0,0,1,1,1,0,Orthodox,180.34,185.42,9.818181818,20.81818182,0.181818182,2.545454545,0.272727273,0.090909091,0,0.090909091,7,0,0,1,1,2,0,0,Southpaw,170.18,177.8,32,38
Cyril Asker,Walt Harris,6/17/2017,Blue,FALSE,Heavyweight,3,6,14.5,0.666666667,2.333333333,0,0,0.166666667,0,4,0,0,0,0,2,0,0,Southpaw,195.58,195.58,1.5,14.5,0,0,1,0,0,0.5,1,0,0,0,0,1,0,0,Orthodox,182.88,187.96,34,31
Alex Caceres,Rolando Dy,6/17/2017,Red,FALSE,Featherweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,10.375,29.1875,0.125,6.5625,1.1875,0.625,0.75,0.5625,9,0,0,2,3,0,2,0,Southpaw,177.8,185.42,26,28
Justin Scoggins,Ulka Sasaki,6/17/2017,Blue,FALSE,Flyweight,3,2.8,8.4,0,2.8,1.8,0.4,0.6,1.2,3,0,0,0,0,0,2,0,Southpaw,177.8,180.34,9.285714286,27.14285714,0,5,4.428571429,0,0.428571429,3.142857143,3,0,0,0,3,1,0,0,Southpaw,170.18,167.64,27,25
Kwan Ho Kwak,Russell Doane,6/17/2017,Blue,FALSE,Bantamweight,3,3.5,15,0.166666667,1.166666667,2,0.666666667,0.666666667,1.666666667,4,0,0,1,0,0,1,0,Orthodox,170.18,177.8,11,35,0,7,0,0,0,0,1,0,0,0,0,0,0,0,Switch,165.1,177.8,30,27
Naoki Inoue,Carls John De Tomas,6/17/2017,Red,FALSE,Flyweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Southpaw,165.1,180.34,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,20,20
